values	distance	colorz	side2
35.6678841906564	160000	gray44	chr8-chr8
48.5222893423688	160000	gray44	chr8-chr8
43.7430381674173	160000	gray44	chr8-chr8
38.9120327315258	160000	gray44	chr8-chr8
56.3004215796915	160000	gray44	chr8-chr8
28.6864347576769	160000	gray44	chr8-chr8
41.1456288142701	160000	gray44	chr8-chr8
34.047453272119	160000	gray44	chr8-chr8
40.5042733336036	160000	gray44	chr8-chr8
0	160000	gray44	chr8-chr8
21.5545809768941	160000	gray44	chr8-chr8
15.4205613670541	160000	gray44	chr8-chr8
30.8194859594015	160000	gray44	chr8-chr8
47.9693463310087	160000	gray44	chr8-chr8
39.8876891520759	160000	gray44	chr8-chr8
39.1925502131301	160000	gray44	chr8-chr8
0	160000	gray44	chr8-chr8
39.798881237573	160000	gray44	chr8-chr8
8.68341222361826	160000	gray44	chr8-chr8
38.3922772724647	160000	gray44	chr8-chr8
21.218293840372	160000	gray44	chr8-chr8
47.9624667289789	160000	gray44	chr8-chr8
32.9216023490691	160000	gray44	chr8-chr8
19.6794175824303	160000	gray44	chr8-chr8
29.5754632858303	160000	gray44	chr8-chr8
56.1397886190029	160000	gray44	chr8-chr8
48.7003234981128	160000	gray44	chr8-chr8
33.2280114876925	160000	gray44	chr8-chr8
32.360529979089	160000	gray44	chr8-chr8
49.1929162615059	160000	gray44	chr8-chr8
70.2064284664294	160000	gray44	chr8-chr8
34.262555710124	160000	gray44	chr8-chr8
21.7877031957645	160000	gray44	chr8-chr8
29.2772216191597	160000	gray44	chr8-chr8
41.3777700498127	160000	gray44	chr8-chr8
37.9149931077017	160000	gray44	chr8-chr8
33.5196656583994	160000	gray44	chr8-chr8
23.8568070098017	160000	gray44	chr8-chr8
114.512963108908	160000	gray44	chr8-chr8
20.029231226195	160000	gray44	chr8-chr8
0	160000	gray44	chr8-chr8
35.4951240410612	160000	gray44	chr8-chr8
38.933484765292	160000	gray44	chr8-chr8
55.2934353777974	160000	gray44	chr8-chr8
78.8310386246192	160000	gray44	chr8-chr8
20.0275811695161	160000	gray44	chr8-chr8
0	160000	gray44	chr8-chr8
20.1733141595154	160000	gray44	chr8-chr8
22.5183222599631	160000	gray44	chr8-chr8
25.972337048093	160000	gray44	chr8-chr8
66.8129204420139	160000	gray44	chr8-chr8
39.5614916759819	160000	gray44	chr8-chr8
47.8353322373979	160000	gray44	chr8-chr8
27.77821200865	160000	gray44	chr8-chr8
16.5077861243608	160000	gray44	chr8-chr8
42.7219354233637	160000	gray44	chr8-chr8
39.7914146667451	160000	gray44	chr8-chr8
51.4292092104601	160000	gray44	chr8-chr8
26.8717941330557	160000	gray44	chr8-chr8
54.2338538022736	160000	gray44	chr8-chr8
43.5067250432773	160000	gray44	chr8-chr8
22.4055767197802	160000	gray44	chr8-chr8
33.0721202678121	160000	gray44	chr8-chr8
48.4777434331691	160000	gray44	chr8-chr8
18.2412216608475	160000	gray44	chr8-chr8
18.0666204406537	160000	gray44	chr8-chr8
30.4696584092335	160000	gray44	chr8-chr8
25.4413812973405	160000	gray44	chr8-chr8
68.3680909636514	160000	gray44	chr8-chr8
42.852969543994	160000	gray44	chr8-chr8
58.710259634631	160000	gray44	chr8-chr8
41.4815908542737	160000	gray44	chr8-chr8
27.1357770532046	160000	gray44	chr8-chr8
45.1853349703496	160000	gray44	chr8-chr8
33.8486024613916	160000	gray44	chr8-chr8
20.7574542419687	160000	gray44	chr8-chr8
26.2112353477831	160000	gray44	chr8-chr8
21.148251459781	160000	gray44	chr8-chr8
50.7696107166433	160000	gray44	chr8-chr8
113.011409823361	160000	gray44	chr8-chr8
57.7348926599039	160000	gray44	chr8-chr8
33.7508272983952	160000	gray44	chr8-chr8
0	160000	gray44	chr8-chr8
31.7324682869613	160000	gray44	chr8-chr8
71.3226666991302	160000	gray44	chr8-chr8
21.2366911064422	160000	gray44	chr8-chr8
73.9268422976396	160000	gray44	chr8-chr8
20.5628109346797	160000	gray44	chr8-chr8
39.5671578806858	160000	gray44	chr8-chr8
40.5400486889973	160000	gray44	chr8-chr8
30.3949006289542	160000	gray44	chr8-chr8
44.2659034721708	160000	gray44	chr8-chr8
72.9901311882263	160000	gray44	chr8-chr8
48.3118330189223	160000	gray44	chr8-chr8
46.3862212939271	170000	gray44	chr8-chr8
26.1879107094243	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
46.1716663998632	170000	gray44	chr8-chr8
19.2350163662965	170000	gray44	chr8-chr8
6.0890109024095	170000	gray44	chr8-chr8
38.8799084025126	170000	gray44	chr8-chr8
24.4681805741034	170000	gray44	chr8-chr8
51.4959811264539	170000	gray44	chr8-chr8
15.9515766063873	170000	gray44	chr8-chr8
38.6154319493595	170000	gray44	chr8-chr8
23.3536207961382	170000	gray44	chr8-chr8
30.8766781083598	170000	gray44	chr8-chr8
10.6423137934631	170000	gray44	chr8-chr8
48.9567286423194	170000	gray44	chr8-chr8
35.3034492765946	170000	gray44	chr8-chr8
23.524183769361	170000	gray44	chr8-chr8
82.9701264095351	170000	gray44	chr8-chr8
25.1276725041375	170000	gray44	chr8-chr8
38.5112920559102	170000	gray44	chr8-chr8
29.0680580219376	170000	gray44	chr8-chr8
31.998914705933	170000	gray44	chr8-chr8
38.5274934813829	170000	gray44	chr8-chr8
52.3959771978129	170000	gray44	chr8-chr8
60.3690244348242	170000	gray44	chr8-chr8
18.3068370231005	170000	gray44	chr8-chr8
37.6728946039904	170000	gray44	chr8-chr8
12.7413300866219	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
20.1261130358813	170000	gray44	chr8-chr8
7.44974234904158	170000	gray44	chr8-chr8
53.6690147385597	170000	gray44	chr8-chr8
23.7320016678111	170000	gray44	chr8-chr8
24.5413041905279	170000	gray44	chr8-chr8
14.0797471074735	170000	gray44	chr8-chr8
36.8172870050225	170000	gray44	chr8-chr8
57.493897512272	170000	gray44	chr8-chr8
40.5137779544513	170000	gray44	chr8-chr8
22.3892306307461	170000	gray44	chr8-chr8
24.0304260905818	170000	gray44	chr8-chr8
19.6062655203072	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
22.7000006569266	170000	gray44	chr8-chr8
37.7333781972313	170000	gray44	chr8-chr8
7.99760617157504	170000	gray44	chr8-chr8
25.7503981505321	170000	gray44	chr8-chr8
31.4839189690124	170000	gray44	chr8-chr8
7.86997890487007	170000	gray44	chr8-chr8
26.9143860636225	170000	gray44	chr8-chr8
20.5691576884186	170000	gray44	chr8-chr8
50.7052099547352	170000	gray44	chr8-chr8
75.0521366852328	170000	gray44	chr8-chr8
8.47370660008281	170000	gray44	chr8-chr8
32.8976310004444	170000	gray44	chr8-chr8
27.9768102729962	170000	gray44	chr8-chr8
36.6122363130185	170000	gray44	chr8-chr8
25.0604863350403	170000	gray44	chr8-chr8
42.2884481098587	170000	gray44	chr8-chr8
22.4262979472231	170000	gray44	chr8-chr8
22.0902778002208	170000	gray44	chr8-chr8
41.023947444148	170000	gray44	chr8-chr8
21.8219761580949	170000	gray44	chr8-chr8
53.0605007647069	170000	gray44	chr8-chr8
20.3749403022622	170000	gray44	chr8-chr8
11.0625690992596	170000	gray44	chr8-chr8
35.7643976375265	170000	gray44	chr8-chr8
64.9873608587495	170000	gray44	chr8-chr8
16.8046304552367	170000	gray44	chr8-chr8
30.1311980620698	170000	gray44	chr8-chr8
38.9392306920377	170000	gray44	chr8-chr8
49.853296856628	170000	gray44	chr8-chr8
37.1653829333475	170000	gray44	chr8-chr8
40.7506910392716	170000	gray44	chr8-chr8
24.6113527802348	170000	gray44	chr8-chr8
18.543729850599	170000	gray44	chr8-chr8
21.2087754516047	170000	gray44	chr8-chr8
30.0296498744036	170000	gray44	chr8-chr8
16.3366610347748	170000	gray44	chr8-chr8
19.4288954302596	170000	gray44	chr8-chr8
56.7165064742678	170000	gray44	chr8-chr8
34.0334164369035	170000	gray44	chr8-chr8
14.8537721949784	170000	gray44	chr8-chr8
24.9676516508762	170000	gray44	chr8-chr8
33.9157208926907	170000	gray44	chr8-chr8
35.7106551442767	170000	gray44	chr8-chr8
35.0044645311526	170000	gray44	chr8-chr8
43.3693035909833	170000	gray44	chr8-chr8
15.6166768646009	170000	gray44	chr8-chr8
23.2559633913935	170000	gray44	chr8-chr8
36.0901847921656	170000	gray44	chr8-chr8
42.854374860185	170000	gray44	chr8-chr8
41.8387616885629	170000	gray44	chr8-chr8
9.63180049883497	170000	gray44	chr8-chr8
38.4260444789501	170000	gray44	chr8-chr8
43.6125424347423	170000	gray44	chr8-chr8
3.79067108829896	170000	gray44	chr8-chr8
68.6940689426086	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
17.693481211141	170000	gray44	chr8-chr8
32.618575416116	170000	gray44	chr8-chr8
18.2367388316457	170000	gray44	chr8-chr8
18.0405447631194	170000	gray44	chr8-chr8
60.15838341741	170000	gray44	chr8-chr8
42.8552820560862	170000	gray44	chr8-chr8
29.0039290051513	170000	gray44	chr8-chr8
18.7426212976112	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
42.172736320008	170000	gray44	chr8-chr8
12.1189132673648	170000	gray44	chr8-chr8
69.2460070562216	170000	gray44	chr8-chr8
62.0089744861224	170000	gray44	chr8-chr8
49.9007418777534	170000	gray44	chr8-chr8
25.3591359216402	170000	gray44	chr8-chr8
32.2587999884878	170000	gray44	chr8-chr8
34.9058054829895	170000	gray44	chr8-chr8
34.3783815632905	170000	gray44	chr8-chr8
50.2668948748946	170000	gray44	chr8-chr8
30.3305801466274	170000	gray44	chr8-chr8
22.9014787579989	170000	gray44	chr8-chr8
43.5964978556727	170000	gray44	chr8-chr8
19.4265219095802	170000	gray44	chr8-chr8
30.7782138926054	170000	gray44	chr8-chr8
12.5239822250774	170000	gray44	chr8-chr8
34.2864367531004	170000	gray44	chr8-chr8
44.6567036752904	170000	gray44	chr8-chr8
31.8598600229688	170000	gray44	chr8-chr8
36.40709969695	170000	gray44	chr8-chr8
43.246176653548	170000	gray44	chr8-chr8
20.276035312882	170000	gray44	chr8-chr8
52.0429514046805	170000	gray44	chr8-chr8
42.4132503467898	170000	gray44	chr8-chr8
30.7165486283862	170000	gray44	chr8-chr8
74.5206439285006	170000	gray44	chr8-chr8
22.6158473545519	170000	gray44	chr8-chr8
34.5654842030996	170000	gray44	chr8-chr8
25.5574117750146	170000	gray44	chr8-chr8
19.2958498720194	170000	gray44	chr8-chr8
31.9336664409138	170000	gray44	chr8-chr8
22.6312043471385	170000	gray44	chr8-chr8
34.314940058221	170000	gray44	chr8-chr8
39.7146577478105	170000	gray44	chr8-chr8
43.9567415440423	170000	gray44	chr8-chr8
30.8334800101513	170000	gray44	chr8-chr8
36.7238325998212	170000	gray44	chr8-chr8
38.4482931994581	170000	gray44	chr8-chr8
43.591797993716	170000	gray44	chr8-chr8
28.3868103557661	170000	gray44	chr8-chr8
41.7187885774931	170000	gray44	chr8-chr8
37.371786993612	170000	gray44	chr8-chr8
45.2689990813991	170000	gray44	chr8-chr8
53.0822398217185	170000	gray44	chr8-chr8
44.4608262872565	170000	gray44	chr8-chr8
51.9395650370116	170000	gray44	chr8-chr8
43.8817869278511	170000	gray44	chr8-chr8
38.6745407285132	170000	gray44	chr8-chr8
41.6714836020037	170000	gray44	chr8-chr8
46.2228606032148	170000	gray44	chr8-chr8
48.1215823187696	170000	gray44	chr8-chr8
36.2609400026617	170000	gray44	chr8-chr8
16.6508291478754	170000	gray44	chr8-chr8
80.1219964576685	170000	gray44	chr8-chr8
19.0462440315369	170000	gray44	chr8-chr8
38.9282246099271	170000	gray44	chr8-chr8
15.0686215548093	170000	gray44	chr8-chr8
2.94575796293666	170000	gray44	chr8-chr8
20.7007946438382	170000	gray44	chr8-chr8
42.7623723117454	170000	gray44	chr8-chr8
27.9709193526979	170000	gray44	chr8-chr8
50.0318439785791	170000	gray44	chr8-chr8
24.426548967536	170000	gray44	chr8-chr8
32.0015068585912	170000	gray44	chr8-chr8
22.8785861897369	170000	gray44	chr8-chr8
15.3883304256171	170000	gray44	chr8-chr8
42.2020798182259	170000	gray44	chr8-chr8
80.606759157064	170000	gray44	chr8-chr8
28.4224942369139	170000	gray44	chr8-chr8
18.9238929745552	170000	gray44	chr8-chr8
34.8491648390065	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
12.6097737252488	170000	gray44	chr8-chr8
29.8355244222815	170000	gray44	chr8-chr8
29.5226087242735	170000	gray44	chr8-chr8
25.9207901156477	170000	gray44	chr8-chr8
45.1509692311987	170000	gray44	chr8-chr8
26.2502067424545	170000	gray44	chr8-chr8
70.8874324981822	170000	gray44	chr8-chr8
23.6559708787185	170000	gray44	chr8-chr8
13.8433695190771	170000	gray44	chr8-chr8
37.212059535959	170000	gray44	chr8-chr8
28.5648819245886	170000	gray44	chr8-chr8
40.2770655277804	170000	gray44	chr8-chr8
26.5304816762444	170000	gray44	chr8-chr8
23.1748321828411	170000	gray44	chr8-chr8
34.1570282190937	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
71.8064889003417	170000	gray44	chr8-chr8
45.3161203025189	170000	gray44	chr8-chr8
31.4365311954522	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
24.9587150182277	170000	gray44	chr8-chr8
38.5898309876465	170000	gray44	chr8-chr8
43.2568387443024	170000	gray44	chr8-chr8
28.0811803413601	170000	gray44	chr8-chr8
48.9819083338785	170000	gray44	chr8-chr8
40.0718663371018	170000	gray44	chr8-chr8
66.9379650178707	170000	gray44	chr8-chr8
102.580184467255	170000	gray44	chr8-chr8
37.5211136800477	170000	gray44	chr8-chr8
26.7003784190128	170000	gray44	chr8-chr8
48.263769539192	170000	gray44	chr8-chr8
43.2959761699598	170000	gray44	chr8-chr8
63.0996874535011	170000	gray44	chr8-chr8
23.1156163301156	170000	gray44	chr8-chr8
55.5987514685323	170000	gray44	chr8-chr8
26.8698672879693	170000	gray44	chr8-chr8
56.4627052157856	170000	gray44	chr8-chr8
40.6677089167882	170000	gray44	chr8-chr8
39.6367409109326	170000	gray44	chr8-chr8
40.2771710433725	170000	gray44	chr8-chr8
43.718272763805	170000	gray44	chr8-chr8
18.3092930731278	170000	gray44	chr8-chr8
13.6426494287745	170000	gray44	chr8-chr8
29.638459498988	170000	gray44	chr8-chr8
43.5627052428158	170000	gray44	chr8-chr8
25.8526151023437	170000	gray44	chr8-chr8
79.1758857062668	170000	gray44	chr8-chr8
26.3396291817829	170000	gray44	chr8-chr8
14.5555545644766	170000	gray44	chr8-chr8
48.7859163988964	170000	gray44	chr8-chr8
13.1489250929692	170000	gray44	chr8-chr8
44.5647097290126	170000	gray44	chr8-chr8
56.1527530407702	170000	gray44	chr8-chr8
54.2635869052594	170000	gray44	chr8-chr8
39.1493421116336	170000	gray44	chr8-chr8
26.3925974823596	170000	gray44	chr8-chr8
29.6296901651931	170000	gray44	chr8-chr8
32.3774461851047	170000	gray44	chr8-chr8
47.356059478465	170000	gray44	chr8-chr8
26.7689921945238	170000	gray44	chr8-chr8
26.5360112656701	170000	gray44	chr8-chr8
36.202323169887	170000	gray44	chr8-chr8
15.1275357452133	170000	gray44	chr8-chr8
21.3895377561263	170000	gray44	chr8-chr8
59.3496524173625	170000	gray44	chr8-chr8
26.6104217493211	170000	gray44	chr8-chr8
15.7881351150719	170000	gray44	chr8-chr8
15.064690199748	170000	gray44	chr8-chr8
42.9979903309001	170000	gray44	chr8-chr8
60.6286260552224	170000	gray44	chr8-chr8
46.2588097639727	170000	gray44	chr8-chr8
9.80187300574553	170000	gray44	chr8-chr8
29.6818045339892	170000	gray44	chr8-chr8
24.8825012376671	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
35.3101091978344	170000	gray44	chr8-chr8
34.3204536345647	170000	gray44	chr8-chr8
31.1205733344986	170000	gray44	chr8-chr8
43.7552285393041	170000	gray44	chr8-chr8
28.7556618965397	170000	gray44	chr8-chr8
41.1026822426202	170000	gray44	chr8-chr8
16.5908423005382	170000	gray44	chr8-chr8
24.068008502481	170000	gray44	chr8-chr8
27.6913754162085	170000	gray44	chr8-chr8
29.6501800696023	170000	gray44	chr8-chr8
49.5262070431032	170000	gray44	chr8-chr8
44.6277354896578	170000	gray44	chr8-chr8
41.5542808731659	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
17.2979660451373	170000	gray44	chr8-chr8
38.8741702696323	170000	gray44	chr8-chr8
32.1285567465946	170000	gray44	chr8-chr8
32.14719372594	170000	gray44	chr8-chr8
47.8749068808523	170000	gray44	chr8-chr8
30.4849665497831	170000	gray44	chr8-chr8
9.95998627791748	170000	gray44	chr8-chr8
33.1579974958085	170000	gray44	chr8-chr8
41.1131797340813	170000	gray44	chr8-chr8
44.4543703107197	170000	gray44	chr8-chr8
20.0393592658381	170000	gray44	chr8-chr8
23.9031322459151	170000	gray44	chr8-chr8
9.65130023772844	170000	gray44	chr8-chr8
16.6763895570002	170000	gray44	chr8-chr8
46.1878060792348	170000	gray44	chr8-chr8
42.3303963852459	170000	gray44	chr8-chr8
28.1332381804115	170000	gray44	chr8-chr8
22.4660407428973	170000	gray44	chr8-chr8
38.8134250208644	170000	gray44	chr8-chr8
50.7465066818366	170000	gray44	chr8-chr8
24.9970428152212	170000	gray44	chr8-chr8
22.0019388446782	170000	gray44	chr8-chr8
39.2657956225944	170000	gray44	chr8-chr8
13.048499394676	170000	gray44	chr8-chr8
21.1409900327892	170000	gray44	chr8-chr8
13.1864367834911	170000	gray44	chr8-chr8
47.3796799872526	170000	gray44	chr8-chr8
54.4820167097827	170000	gray44	chr8-chr8
75.3427148350389	170000	gray44	chr8-chr8
27.6043285709369	170000	gray44	chr8-chr8
14.846383935562	170000	gray44	chr8-chr8
36.3928905899899	170000	gray44	chr8-chr8
46.4329401422067	170000	gray44	chr8-chr8
87.6936921385341	170000	gray44	chr8-chr8
16.1122577917422	170000	gray44	chr8-chr8
21.8168833120891	170000	gray44	chr8-chr8
15.8013206429281	170000	gray44	chr8-chr8
66.761125244631	170000	gray44	chr8-chr8
19.3105735407325	170000	gray44	chr8-chr8
32.1474582843035	170000	gray44	chr8-chr8
23.4582496729604	170000	gray44	chr8-chr8
19.7855040224524	170000	gray44	chr8-chr8
27.5362420062846	170000	gray44	chr8-chr8
48.4943212920603	170000	gray44	chr8-chr8
48.0174651262898	170000	gray44	chr8-chr8
13.2228411458722	170000	gray44	chr8-chr8
38.0644206945174	170000	gray44	chr8-chr8
35.5136161908824	170000	gray44	chr8-chr8
61.9482412118649	170000	gray44	chr8-chr8
10.4577540200977	170000	gray44	chr8-chr8
37.1288260503104	170000	gray44	chr8-chr8
37.3915969578986	170000	gray44	chr8-chr8
29.4696580776166	170000	gray44	chr8-chr8
24.4850971510363	170000	gray44	chr8-chr8
44.4669444460591	170000	gray44	chr8-chr8
17.2284314169313	170000	gray44	chr8-chr8
13.3473623150514	170000	gray44	chr8-chr8
56.9456708208187	170000	gray44	chr8-chr8
70.1603680485149	170000	gray44	chr8-chr8
44.4951035780185	170000	gray44	chr8-chr8
52.9925791215449	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
26.0843925388957	170000	gray44	chr8-chr8
9.82058275654896	170000	gray44	chr8-chr8
104.501369321889	170000	gray44	chr8-chr8
40.7564933238236	170000	gray44	chr8-chr8
8.043833572561	170000	gray44	chr8-chr8
26.3627663743942	170000	gray44	chr8-chr8
19.197272058831	170000	gray44	chr8-chr8
32.0442393749983	170000	gray44	chr8-chr8
43.3184945626642	170000	gray44	chr8-chr8
27.260083731052	170000	gray44	chr8-chr8
26.801779982422	170000	gray44	chr8-chr8
167.861353920944	170000	gray44	chr8-chr8
23.0463245490338	170000	gray44	chr8-chr8
17.4552820510681	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
30.8674423085032	170000	gray44	chr8-chr8
28.4212356434003	170000	gray44	chr8-chr8
23.0399127849495	170000	gray44	chr8-chr8
61.3962732875427	170000	gray44	chr8-chr8
31.112103122383	170000	gray44	chr8-chr8
51.635090340216	170000	gray44	chr8-chr8
66.7584278387979	170000	gray44	chr8-chr8
39.3540039785666	170000	gray44	chr8-chr8
16.8274978230556	170000	gray44	chr8-chr8
33.8433037622209	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
39.2163684347826	170000	gray44	chr8-chr8
16.220837763654	170000	gray44	chr8-chr8
57.6539419515137	170000	gray44	chr8-chr8
37.3503876895379	170000	gray44	chr8-chr8
30.0105342337492	170000	gray44	chr8-chr8
49.6480140994136	170000	gray44	chr8-chr8
32.9418216586122	170000	gray44	chr8-chr8
12.9786964783513	170000	gray44	chr8-chr8
34.6726437923179	170000	gray44	chr8-chr8
44.7488596648166	170000	gray44	chr8-chr8
26.6025236619893	170000	gray44	chr8-chr8
45.1900548798648	170000	gray44	chr8-chr8
36.611497723171	170000	gray44	chr8-chr8
16.7101291980628	170000	gray44	chr8-chr8
28.7220677048659	170000	gray44	chr8-chr8
26.6498072551067	170000	gray44	chr8-chr8
26.7264737953028	170000	gray44	chr8-chr8
35.2569871721067	170000	gray44	chr8-chr8
8.05318463447612	170000	gray44	chr8-chr8
16.3664057031402	170000	gray44	chr8-chr8
14.8117087904093	170000	gray44	chr8-chr8
21.6315851580964	170000	gray44	chr8-chr8
59.7984505645824	170000	gray44	chr8-chr8
34.4768763007059	170000	gray44	chr8-chr8
26.2449915118626	170000	gray44	chr8-chr8
21.7931645397305	170000	gray44	chr8-chr8
12.4768642334544	170000	gray44	chr8-chr8
30.6541471390471	170000	gray44	chr8-chr8
15.288750394753	170000	gray44	chr8-chr8
32.9894579217103	170000	gray44	chr8-chr8
27.5282382622731	170000	gray44	chr8-chr8
25.2144781128773	170000	gray44	chr8-chr8
32.9107731844637	170000	gray44	chr8-chr8
38.0321185382504	170000	gray44	chr8-chr8
41.0034845927928	170000	gray44	chr8-chr8
9.5310188142531	170000	gray44	chr8-chr8
28.3791097309333	170000	gray44	chr8-chr8
24.6133077561601	170000	gray44	chr8-chr8
27.5278433900447	170000	gray44	chr8-chr8
33.5183043022563	170000	gray44	chr8-chr8
17.5451801881326	170000	gray44	chr8-chr8
57.5310934203371	170000	gray44	chr8-chr8
23.7858087993848	170000	gray44	chr8-chr8
102.432403198884	170000	gray44	chr8-chr8
12.7389420193218	170000	gray44	chr8-chr8
28.6096861455718	170000	gray44	chr8-chr8
20.5900043450455	170000	gray44	chr8-chr8
31.7931416165902	170000	gray44	chr8-chr8
24.0521333901741	170000	gray44	chr8-chr8
32.7434088500447	170000	gray44	chr8-chr8
32.6519066391272	170000	gray44	chr8-chr8
37.4043485130014	170000	gray44	chr8-chr8
4.14888184679153	170000	gray44	chr8-chr8
38.8991387684012	170000	gray44	chr8-chr8
15.3616550462037	170000	gray44	chr8-chr8
12.7169763197648	170000	gray44	chr8-chr8
29.6591332720108	170000	gray44	chr8-chr8
28.9425932172588	170000	gray44	chr8-chr8
46.8676070309378	170000	gray44	chr8-chr8
44.1757378299522	170000	gray44	chr8-chr8
23.3248180533914	170000	gray44	chr8-chr8
21.9754398551254	170000	gray44	chr8-chr8
36.3074197860164	170000	gray44	chr8-chr8
27.6814135459666	170000	gray44	chr8-chr8
35.9028676314722	170000	gray44	chr8-chr8
20.0811161579784	170000	gray44	chr8-chr8
37.0185424578537	170000	gray44	chr8-chr8
36.9711505601006	170000	gray44	chr8-chr8
55.6660203713609	170000	gray44	chr8-chr8
20.5706810859174	170000	gray44	chr8-chr8
26.6368367108699	170000	gray44	chr8-chr8
59.87126213712	170000	gray44	chr8-chr8
54.0828291939508	170000	gray44	chr8-chr8
40.2698926353364	170000	gray44	chr8-chr8
14.0281841869211	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
28.6552961264465	170000	gray44	chr8-chr8
32.7808351751073	170000	gray44	chr8-chr8
25.6564179313	170000	gray44	chr8-chr8
21.818976006411	170000	gray44	chr8-chr8
22.7142913357988	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
32.6224092566858	170000	gray44	chr8-chr8
30.1246373424192	170000	gray44	chr8-chr8
50.0040006095078	170000	gray44	chr8-chr8
10.8318370832502	170000	gray44	chr8-chr8
29.8533084567119	170000	gray44	chr8-chr8
30.8809531468053	170000	gray44	chr8-chr8
62.3489354863654	170000	gray44	chr8-chr8
22.5634462422104	170000	gray44	chr8-chr8
17.016393750205	170000	gray44	chr8-chr8
11.965548160208	170000	gray44	chr8-chr8
34.6528067475751	170000	gray44	chr8-chr8
36.3044785275307	170000	gray44	chr8-chr8
43.4551759900441	170000	gray44	chr8-chr8
36.4154830864273	170000	gray44	chr8-chr8
21.7608410320974	170000	gray44	chr8-chr8
36.7491347557127	170000	gray44	chr8-chr8
38.8704625274138	170000	gray44	chr8-chr8
67.069811956439	170000	gray44	chr8-chr8
38.7617466412649	170000	gray44	chr8-chr8
39.4937825006483	170000	gray44	chr8-chr8
40.465676156158	170000	gray44	chr8-chr8
35.5448519396119	170000	gray44	chr8-chr8
36.8796447025184	170000	gray44	chr8-chr8
18.2465695467653	170000	gray44	chr8-chr8
46.3489344658238	170000	gray44	chr8-chr8
39.1653807118835	170000	gray44	chr8-chr8
66.3050288449851	170000	gray44	chr8-chr8
22.9776671013686	170000	gray44	chr8-chr8
23.7288840690273	170000	gray44	chr8-chr8
39.909259891869	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
33.2454570255178	170000	gray44	chr8-chr8
80.2054541002043	170000	gray44	chr8-chr8
23.1395506626063	170000	gray44	chr8-chr8
22.1746814379972	170000	gray44	chr8-chr8
21.8504249871426	170000	gray44	chr8-chr8
21.6749105623356	170000	gray44	chr8-chr8
52.4238977905113	170000	gray44	chr8-chr8
39.2288269968204	170000	gray44	chr8-chr8
84.8262435146223	170000	gray44	chr8-chr8
31.5478185536322	170000	gray44	chr8-chr8
11.973274304951	170000	gray44	chr8-chr8
43.8935396588798	170000	gray44	chr8-chr8
41.3519925740588	170000	gray44	chr8-chr8
45.3083062419167	170000	gray44	chr8-chr8
39.2481459220329	170000	gray44	chr8-chr8
47.6116907938229	170000	gray44	chr8-chr8
32.5143590953106	170000	gray44	chr8-chr8
8.72066821290866	170000	gray44	chr8-chr8
34.2875974748557	170000	gray44	chr8-chr8
24.3825300196142	170000	gray44	chr8-chr8
17.8478224264933	170000	gray44	chr8-chr8
34.0296877767879	170000	gray44	chr8-chr8
50.3970940921156	170000	gray44	chr8-chr8
26.2296435649671	170000	gray44	chr8-chr8
71.3295419539927	170000	gray44	chr8-chr8
27.891819647664	170000	gray44	chr8-chr8
34.1059295552754	170000	gray44	chr8-chr8
60.6318352333116	170000	gray44	chr8-chr8
28.9500077510049	170000	gray44	chr8-chr8
27.3140986784369	170000	gray44	chr8-chr8
38.1819925659928	170000	gray44	chr8-chr8
44.8987499019138	170000	gray44	chr8-chr8
13.8753034847643	170000	gray44	chr8-chr8
25.5630710241035	170000	gray44	chr8-chr8
12.7238900183349	170000	gray44	chr8-chr8
25.6720383413178	170000	gray44	chr8-chr8
35.2635534790239	170000	gray44	chr8-chr8
20.8866555090008	170000	gray44	chr8-chr8
0	170000	gray44	chr8-chr8
63.6660368907193	170000	gray44	chr8-chr8
29.3095866660954	170000	gray44	chr8-chr8
52.5236179209017	170000	gray44	chr8-chr8
19.659935447453	170000	gray44	chr8-chr8
57.3433506744155	170000	gray44	chr8-chr8
24.7050967297221	170000	gray44	chr8-chr8
27.6599082212941	170000	gray44	chr8-chr8
44.6175688989856	170000	gray44	chr8-chr8
36.7564590032176	170000	gray44	chr8-chr8
35.8072733296825	170000	gray44	chr8-chr8
26.7434808080956	170000	gray44	chr8-chr8
22.2109109786947	170000	gray44	chr8-chr8
24.7204822674957	170000	gray44	chr8-chr8
11.4191340009924	170000	gray44	chr8-chr8
